SEMBOL,FİYAT,SKOR,GEÇEN ANALİZLER,TAKILDIĞI ANALİZLER,KURUM ALIŞ-SATIŞ ANALİZİ,OLUSTURULMA_ZAMANI
OYYAT,36.8,6,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Kurum hareketi nötr. Toplam alış=0.31, satış=0.27 | Alışlar: BOFA 1g: +0.03, BOFA 2g: +0.10, BOFA 3g: +0.10, TERA 1g: +0.00, TERA 2g: +0.03, TERA 3g: +0.03 | Satışlar: KAMU 1g: -0.04, KAMU 2g: -0.11, KAMU 3g: -0.11",16.07.2025 22:41
ENKAI,64.2,7,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.97, satış=0.41 | Alışlar: BOFA 1g: +0.19, BOFA 2g: +0.34, BOFA 3g: +0.34, KAMU 1g: +0.02, KAMU 2g: +0.04, KAMU 3g: +0.04 | Satışlar: TERA 1g: -0.10, TERA 2g: -0.16, TERA 3g: -0.16",16.07.2025 22:41
KAREL,8.24,4,EMA kısa vadede yukarı trend; RSI 30-50 arası ve yukarı trendde; Momentum pozitif,Golden Cross uzak; RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; Stochastic K < 30; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.29, satış=0.04 | Alışlar: BOFA 1g: +0.12, BOFA 2g: +0.04, BOFA 3g: +0.06, KAMU 2g: +0.03, KAMU 3g: +0.04 | Satışlar: KAMU 1g: -0.01, TERA 1g: -0.01, TERA 2g: -0.01, TERA 3g: -0.01",16.07.2025 22:41
UFUK,1105.0,4,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.01, satış=0.03 | Alışlar: BOFA 1g: +0.00, BOFA 2g: +0.00, BOFA 3g: +0.00, TERA 2g: +0.00, TERA 3g: +0.00 | Satışlar: KAMU 1g: -0.00, KAMU 2g: -0.01, KAMU 3g: -0.01, TERA 1g: -0.01",16.07.2025 22:41
GIPTA,110.4,5,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Kurum hareketi nötr. Toplam alış=0.90, satış=1.00 | Alışlar: BOFA 1g: +0.49, TERA 1g: +0.42 | Satışlar: BOFA 2g: -0.33, BOFA 3g: -0.32, KAMU 1g: -0.03, KAMU 2g: -0.12, KAMU 3g: -0.12, TERA 2g: -0.03, TERA 3g: -0.04",16.07.2025 22:41
ASTOR,92.3,2,Golden Cross seviyesine yakın; Momentum pozitif; Stochastic K dipten çıkıyor,EMA trend; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.33, satış=0.93 | Alışlar: KAMU 2g: +0.16, KAMU 3g: +0.16, TERA 1g: +0.01, TERA 2g: +0.00, TERA 3g: +0.00 | Satışlar: BOFA 1g: -0.02, BOFA 2g: -0.44, BOFA 3g: -0.44, KAMU 1g: -0.04",16.07.2025 22:41
X30YVADE,11959.0,5,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Kurum hareketi nötr. Toplam alış=0.00, satış=0.00 | Alışlar:  | Satışlar: ",16.07.2025 22:41
SKYLP,80.1,5,EMA kısa vadede yukarı trend; RSI 30-50 arası ve yukarı trendde; Momentum pozitif; Stochastic K dipten çıkıyor,Golden Cross uzak; RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=1.63, satış=0.00 | Alışlar: BOFA 1g: +0.40, BOFA 2g: +0.16, BOFA 3g: +0.17, KAMU 1g: +0.02, KAMU 2g: +0.38, KAMU 3g: +0.38, TERA 1g: +0.07, TERA 2g: +0.02, TERA 3g: +0.02 | Satışlar: ",16.07.2025 22:41
AKSEN,34.5,4,EMA kısa vadede yukarı trend; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Kurum hareketi nötr. Toplam alış=0.55, satış=0.55 | Alışlar: BOFA 1g: +0.03, KAMU 1g: +0.09, KAMU 2g: +0.19, KAMU 3g: +0.20, TERA 1g: +0.04 | Satışlar: BOFA 2g: -0.26, BOFA 3g: -0.26, TERA 2g: -0.02, TERA 3g: -0.02",16.07.2025 22:41
GUNDG,61.6,4,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=1.97, satış=3.41 | Alışlar: BOFA 1g: +0.87, BOFA 2g: +0.42, BOFA 3g: +0.43, KAMU 1g: +0.25 | Satışlar: KAMU 2g: -0.47, KAMU 3g: -0.47, TERA 1g: -1.16, TERA 2g: -0.64, TERA 3g: -0.66",16.07.2025 22:41
CIMSA,51.25,7,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.48, satış=0.30 | Alışlar: BOFA 1g: +0.00, BOFA 2g: +0.22, BOFA 3g: +0.22, KAMU 1g: +0.03 | Satışlar: KAMU 2g: -0.03, KAMU 3g: -0.03, TERA 1g: -0.00, TERA 2g: -0.11, TERA 3g: -0.12",16.07.2025 22:41
NATEN,46.04,2,RSI 30-50 arası ve yukarı trendde; Momentum pozitif; PD/DD makul düzeyde,EMA trend; Golden Cross uzak; RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; Stochastic K < 30; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=3.08, satış=47.28 | Alışlar: KAMU 1g: +3.08 | Satışlar: BOFA 1g: -0.20, BOFA 2g: -1.93, BOFA 3g: -1.93, KAMU 2g: -0.01, KAMU 3g: -0.01, TERA 1g: -7.91, TERA 2g: -17.54, TERA 3g: -17.75",16.07.2025 22:41
TTRAK,597.0,2,EMA kısa vadede yukarı trend; Momentum pozitif; Stochastic K dipten çıkıyor,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.08, satış=0.27 | Alışlar: KAMU 1g: +0.02, KAMU 2g: +0.01, KAMU 3g: +0.01, TERA 1g: +0.01, TERA 2g: +0.01, TERA 3g: +0.01 | Satışlar: BOFA 1g: -0.07, BOFA 2g: -0.10, BOFA 3g: -0.10",16.07.2025 22:41
AKSA,9.21,5,EMA kısa vadede yukarı trend; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.33, satış=0.05 | Alışlar: BOFA 1g: +0.05, BOFA 2g: +0.08, BOFA 3g: +0.08, KAMU 1g: +0.06, KAMU 2g: +0.03, KAMU 3g: +0.03, TERA 1g: +0.00 | Satışlar: TERA 2g: -0.03, TERA 3g: -0.03",16.07.2025 22:41
BERA,14.68,3,EMA kısa vadede yukarı trend; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.04, satış=0.34 | Alışlar: TERA 1g: +0.01, TERA 2g: +0.02, TERA 3g: +0.02 | Satışlar: BOFA 1g: -0.04, BOFA 2g: -0.10, BOFA 3g: -0.10, KAMU 1g: -0.01, KAMU 2g: -0.05, KAMU 3g: -0.04",16.07.2025 22:41
BURVA,98.75,2,RSI 30-50 arası ve yukarı trendde; Momentum pozitif; Stochastic K dipten çıkıyor,EMA trend; Golden Cross uzak; RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.46, satış=1.47 | Alışlar: KAMU 1g: +0.46 | Satışlar: BOFA 1g: -0.36, BOFA 2g: -0.18, BOFA 3g: -0.19, KAMU 2g: -0.28, KAMU 3g: -0.28, TERA 1g: -0.16, TERA 2g: -0.01, TERA 3g: -0.01",16.07.2025 22:41
TKNSA,22.54,5,EMA kısa vadede yukarı trend; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.42, satış=0.18 | Alışlar: BOFA 1g: +0.07, BOFA 2g: +0.10, BOFA 3g: +0.10, KAMU 1g: +0.12, KAMU 2g: +0.01, KAMU 3g: +0.02 | Satışlar: TERA 1g: -0.08, TERA 2g: -0.05, TERA 3g: -0.05",16.07.2025 22:41
BRYAT,1850.0,4,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.10, satış=0.17 | Alışlar: BOFA 2g: +0.03, BOFA 3g: +0.03, KAMU 1g: +0.04 | Satışlar: BOFA 1g: -0.07, KAMU 2g: -0.04, KAMU 3g: -0.04, TERA 1g: -0.01, TERA 2g: -0.01, TERA 3g: -0.01",16.07.2025 22:41
YAYLA,23.22,7,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; RSI 30-50 arası ve yukarı trendde; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Kurum hareketi nötr. Toplam alış=1.00, satış=0.93 | Alışlar: KAMU 2g: +0.04, KAMU 3g: +0.04, TERA 1g: +0.16, TERA 2g: +0.38, TERA 3g: +0.38 | Satışlar: BOFA 1g: -0.08, BOFA 2g: -0.34, BOFA 3g: -0.35, KAMU 1g: -0.16",16.07.2025 22:41
HTTBT,40.62,2,EMA kısa vadede yukarı trend; Momentum pozitif; Stochastic K dipten çıkıyor,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.11, satış=0.89 | Alışlar: BOFA 1g: +0.03, BOFA 2g: +0.01, BOFA 3g: +0.01, TERA 1g: +0.02, TERA 2g: +0.02, TERA 3g: +0.02 | Satışlar: KAMU 1g: -0.27, KAMU 2g: -0.31, KAMU 3g: -0.31",16.07.2025 22:41
ISMEN,39.18,6,EMA kısa vadede yukarı trend; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.56, satış=0.39 | Alışlar: BOFA 1g: +0.30, BOFA 2g: +0.13, BOFA 3g: +0.14 | Satışlar: KAMU 1g: -0.04, KAMU 2g: -0.08, KAMU 3g: -0.07, TERA 1g: -0.07, TERA 2g: -0.06, TERA 3g: -0.06",16.07.2025 22:41
MEDTR,31.7,4,EMA kısa vadede yukarı trend; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Kurum hareketi nötr. Toplam alış=1.03, satış=0.96 | Alışlar: BOFA 1g: +0.03, KAMU 1g: +0.11, KAMU 2g: +0.04, KAMU 3g: +0.04, TERA 2g: +0.40, TERA 3g: +0.40 | Satışlar: BOFA 2g: -0.45, BOFA 3g: -0.45, TERA 1g: -0.07",16.07.2025 22:41
ENJSA,63.15,7,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.92, satış=0.09 | Alışlar: BOFA 1g: +0.10, BOFA 2g: +0.15, BOFA 3g: +0.15, KAMU 1g: +0.14, KAMU 2g: +0.19, KAMU 3g: +0.19 | Satışlar: TERA 1g: -0.02, TERA 2g: -0.03, TERA 3g: -0.03",16.07.2025 22:41
MAALT,916.0,6,EMA kısa vadede yukarı trend; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=3.12, satış=0.22 | Alışlar: BOFA 1g: +0.67, BOFA 2g: +0.84, BOFA 3g: +0.84, KAMU 2g: +0.35, KAMU 3g: +0.35, TERA 1g: +0.07 | Satışlar: KAMU 1g: -0.14, TERA 2g: -0.04, TERA 3g: -0.04",16.07.2025 22:41
ORGE,68.0,2,RSI 30-50 arası ve yukarı trendde; Momentum pozitif; PD/DD makul düzeyde,EMA trend; Golden Cross uzak; RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; Stochastic K < 30; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.10, satış=0.84 | Alışlar: KAMU 1g: +0.10 | Satışlar: BOFA 1g: -0.07, BOFA 2g: -0.20, BOFA 3g: -0.20, KAMU 2g: -0.15, KAMU 3g: -0.15, TERA 1g: -0.05, TERA 2g: -0.01, TERA 3g: -0.01",16.07.2025 22:41
PSDTC,113.0,5,Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor,EMA trend; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=2.34, satış=0.71 | Alışlar: BOFA 2g: +0.25, BOFA 3g: +0.24, KAMU 1g: +0.34, KAMU 2g: +0.29, KAMU 3g: +0.29, TERA 1g: +0.19, TERA 2g: +0.37, TERA 3g: +0.37 | Satışlar: BOFA 1g: -0.71",16.07.2025 22:41
ODAS,5.07,3,EMA kısa vadede yukarı trend; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.22, satış=0.42 | Alışlar: BOFA 1g: +0.05, BOFA 2g: +0.07, BOFA 3g: +0.08, KAMU 1g: +0.03 | Satışlar: KAMU 2g: -0.04, KAMU 3g: -0.05, TERA 1g: -0.07, TERA 2g: -0.12, TERA 3g: -0.15",16.07.2025 22:41
VBTYZ,21.36,4,Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=4.07, satış=0.85 | Alışlar: KAMU 1g: +1.14, KAMU 2g: +0.84, KAMU 3g: +0.84, TERA 1g: +0.34, TERA 2g: +0.45, TERA 3g: +0.46 | Satışlar: BOFA 1g: -0.33, BOFA 2g: -0.25, BOFA 3g: -0.27",16.07.2025 22:41
POLHO,3.88,6,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; Stochastic K < 30; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=2.92, satış=0.85 | Alışlar: BOFA 1g: +0.89, BOFA 2g: +0.84, BOFA 3g: +1.06, KAMU 2g: +0.01, KAMU 3g: +0.13 | Satışlar: KAMU 1g: -0.14, TERA 1g: -0.17, TERA 2g: -0.24, TERA 3g: -0.29",16.07.2025 22:41
GLRMK,132.5,2,Golden Cross seviyesine yakın; Momentum pozitif; Stochastic K dipten çıkıyor,EMA trend; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=1.27, satış=2.10 | Alışlar: KAMU 1g: +0.38, KAMU 2g: +0.35, KAMU 3g: +0.35, TERA 1g: +0.14, TERA 2g: +0.02, TERA 3g: +0.03 | Satışlar: BOFA 1g: -0.52, BOFA 2g: -0.79, BOFA 3g: -0.79",16.07.2025 22:41
SNGYO,4.41,7,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.42, satış=0.07 | Alışlar: BOFA 1g: +0.02, BOFA 2g: +0.12, BOFA 3g: +0.12, KAMU 1g: +0.00, TERA 1g: +0.02, TERA 2g: +0.06, TERA 3g: +0.07 | Satışlar: KAMU 2g: -0.04, KAMU 3g: -0.03",16.07.2025 22:41
BNTAS,6.85,6,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Kurum hareketi nötr. Toplam alış=1.89, satış=1.91 | Alışlar: KAMU 1g: +0.60, KAMU 2g: +0.44, KAMU 3g: +0.47, TERA 1g: +0.08, TERA 2g: +0.14, TERA 3g: +0.15 | Satışlar: BOFA 1g: -0.63, BOFA 2g: -0.60, BOFA 3g: -0.68",16.07.2025 22:41
CANTE,1.58,4,Golden Cross seviyesine yakın; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Kurum hareketi nötr. Toplam alış=1.28, satış=1.15 | Alışlar: BOFA 1g: +0.07, BOFA 2g: +0.58, BOFA 3g: +0.63 | Satışlar: KAMU 1g: -0.06, KAMU 2g: -0.17, KAMU 3g: -0.11, TERA 1g: -0.18, TERA 2g: -0.26, TERA 3g: -0.37",16.07.2025 22:41
MPARK,355.0,6,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Kurum hareketi nötr. Toplam alış=0.19, satış=0.18 | Alışlar: BOFA 1g: +0.04, BOFA 2g: +0.02, BOFA 3g: +0.02, KAMU 2g: +0.06, KAMU 3g: +0.06 | Satışlar: KAMU 1g: -0.04, TERA 1g: -0.02, TERA 2g: -0.06, TERA 3g: -0.06",16.07.2025 22:41
DCTTR,34.3,5,Golden Cross seviyesine yakın; RSI 30-50 arası ve yukarı trendde; Momentum pozitif; Stochastic K dipten çıkıyor,EMA trend; RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=1.39, satış=0.75 | Alışlar: BOFA 2g: +0.19, BOFA 3g: +0.18, KAMU 1g: +0.16, TERA 1g: +0.43, TERA 2g: +0.21, TERA 3g: +0.22 | Satışlar: BOFA 1g: -0.57, KAMU 2g: -0.10, KAMU 3g: -0.08",16.07.2025 22:41
SURGY,46.48,5,Golden Cross seviyesine yakın; RSI 30-50 arası ve yukarı trendde; Momentum pozitif; PD/DD makul düzeyde,EMA trend; RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; Stochastic K < 30; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=2.52, satış=0.46 | Alışlar: BOFA 1g: +0.77, BOFA 2g: +0.85, BOFA 3g: +0.86, TERA 2g: +0.02, TERA 3g: +0.02 | Satışlar: KAMU 1g: -0.03, KAMU 2g: -0.17, KAMU 3g: -0.17, TERA 1g: -0.09",16.07.2025 22:41
RGYAS,132.6,6,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Kurum hareketi nötr. Toplam alış=0.68, satış=0.69 | Alışlar: BOFA 1g: +0.08, BOFA 2g: +0.01, BOFA 3g: +0.01, KAMU 1g: +0.06, TERA 2g: +0.26, TERA 3g: +0.26 | Satışlar: KAMU 2g: -0.33, KAMU 3g: -0.33, TERA 1g: -0.03",16.07.2025 22:41
KLSYN,5.63,7,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=4.87, satış=0.09 | Alışlar: BOFA 2g: +0.09, BOFA 3g: +0.07, KAMU 1g: +0.30, KAMU 2g: +0.11, KAMU 3g: +0.10, TERA 1g: +1.28, TERA 2g: +1.35, TERA 3g: +1.57 | Satışlar: BOFA 1g: -0.09",16.07.2025 22:41
BIENY,48.8,7,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=2.96, satış=0.00 | Alışlar: BOFA 1g: +0.44, BOFA 2g: +0.40, BOFA 3g: +0.41, KAMU 1g: +0.26, KAMU 2g: +0.46, KAMU 3g: +0.46, TERA 1g: +0.26, TERA 2g: +0.13, TERA 3g: +0.14 | Satışlar: ",16.07.2025 22:41
HEDEF,11.1,6,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.67, satış=0.20 | Alışlar: BOFA 1g: +0.29, BOFA 2g: +0.13, BOFA 3g: +0.15, TERA 2g: +0.06, TERA 3g: +0.05 | Satışlar: KAMU 1g: -0.08, KAMU 2g: -0.06, KAMU 3g: -0.06, TERA 1g: -0.00",16.07.2025 22:41
RYSAS,16.29,5,EMA kısa vadede yukarı trend; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.16, satış=0.01 | Alışlar: BOFA 1g: +0.01, BOFA 2g: +0.03, BOFA 3g: +0.03, KAMU 1g: +0.05, KAMU 2g: +0.02, KAMU 3g: +0.02, TERA 1g: +0.01 | Satışlar: TERA 2g: -0.00, TERA 3g: -0.00",16.07.2025 22:41
SANEL,23.8,5,Golden Cross seviyesine yakın; RSI 30-50 arası ve yukarı trendde; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Kurum hareketi nötr. Toplam alış=0.37, satış=0.39 | Alışlar: KAMU 1g: +0.10, KAMU 2g: +0.11, KAMU 3g: +0.11, TERA 1g: +0.02, TERA 2g: +0.01, TERA 3g: +0.02 | Satışlar: BOFA 1g: -0.12, BOFA 2g: -0.13, BOFA 3g: -0.14",16.07.2025 22:41
ULKER,108.6,5,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Kurum hareketi nötr. Toplam alış=0.29, satış=0.35 | Alışlar: BOFA 1g: +0.12, BOFA 2g: +0.02, BOFA 3g: +0.02, TERA 2g: +0.06, TERA 3g: +0.06 | Satışlar: KAMU 1g: -0.10, KAMU 2g: -0.10, KAMU 3g: -0.10, TERA 1g: -0.05",16.07.2025 22:41
PETKM,17.37,6,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=1.26, satış=0.91 | Alışlar: BOFA 1g: +0.24, BOFA 2g: +0.50, BOFA 3g: +0.52 | Satışlar: KAMU 1g: -0.13, KAMU 2g: -0.21, KAMU 3g: -0.21, TERA 1g: -0.09, TERA 2g: -0.13, TERA 3g: -0.14",16.07.2025 22:41
LMKDC,28.6,6,EMA kısa vadede yukarı trend; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=3.04, satış=0.46 | Alışlar: BOFA 2g: +0.67, BOFA 3g: +0.66, KAMU 1g: +0.27, KAMU 2g: +0.69, KAMU 3g: +0.69, TERA 1g: +0.03, TERA 2g: +0.02, TERA 3g: +0.02 | Satışlar: BOFA 1g: -0.46",16.07.2025 22:41
